Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;;;;;;
Negative Phe-Az;Green/Red;0;0.305;0.305;0.784;0.784;0.357;0.375;0.341;0.93;1;0.308;0.308;1;0.446;0.176;0.305;1;2;0.00014;3.7982;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.222;0.222;0.761;0.761;0.284;0.073;1.102;0.891;1;0.377;0.377;1;0.423;0.178;0.225;0;1;0.014;0.45158;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.753;0.753;0.808;0.808;0.818;0.222;3.018;0.906;1;0.373;0.373;1;0.457;0.54;0.753;0;2;0.014;0.68459;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.325;0.325;0.783;0.783;0.378;0.339;0.421;0.928;1;0.302;0.302;1;0.449;0.181;0.325;1;2;0.00014;3.9283;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.165;0.165;0.797;0.797;0.237;0.083;0.678;0.896;1;0.421;0.421;1;0.392;0.114;0.181;0;1;0.00957;0.52994;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.67;0.67;0.82;0.82;0.771;0.252;2.361;0.907;1;0.428;0.428;1;0.426;0.543;0.674;0;2;0.00957;1.0825;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.314;0.314;0.787;0.787;0.366;0.28;0.479;0.901;1;0.34;0.34;1;0.41;0.092;0.314;1;2;0.00015;4.9658;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.175;0.175;0.793;0.793;0.251;0.081;0.78;0.881;1;0.444;0.444;1;0.397;0.123;0.19;0;1;0.02969;0.48506;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.679;0.679;0.817;0.817;0.781;0.199;3.072;0.886;1;0.436;0.436;1;0.428;0.55;0.683;0;2;0.02969;0.75583;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.346;0.346;0.791;0.791;0.397;0.25;0.63;0.897;1;0.34;0.34;1;0.413;0.097;0.347;1;2;0.00015;4.3944;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.555;0.555;0.765;0.765;0.664;0.091;4.838;0.857;1;0.429;0.429;1;0.412;0.48;0.573;0;1;0.02156;0.3927;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.67;0.67;0.789;0.789;0.771;0.328;1.811;0.86;1;0.416;0.416;1;0.417;0.564;0.698;0;2;0.02156;0.65694;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.681;0.679;0.821;0.822;0.754;2.381;0.239;1;0.989;0.469;0.998;0.47;0.448;0.515;0.682;1;2;0.29861;0.00038;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.559;0.559;0.759;0.759;0.669;0.091;4.907;0.858;1;0.441;0.441;1;0.411;0.479;0.575;0;1;0.01799;0.43616;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.675;0.675;0.783;0.783;0.775;0.268;2;1;1;0;0;1;0.417;0.561;0.7;0;2;0.01799;0.73501;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.703;0.703;0.8;0.8;0.774;2.001;0;1;0.991;0.526;1;0.526;0.453;0.525;0.703;1;2;0.251;0.00033;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.353;0.353;0.779;0.779;0.452;0.066;3.099;0.878;1;0.453;0.453;1;0.405;0.258;0.366;0;1;0.01249;0.3406;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.691;0.691;0.813;0.813;0.784;0.262;2.344;0.886;1;0.45;0.45;1;0.417;0.528;0.701;0;2;0.01249;0.51841;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.424;0.422;0.816;0.815;0.508;1.179;0.219;1;0.992;0.57;0.994;0.572;0.438;0.272;0.424;1;2;0.16024;0.00039;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.359;0.359;0.789;0.789;0.456;0.065;3.206;0.901;1;0.43;0.43;1;0.407;0.262;0.374;0;1;0.01152;0.47244;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.694;0.694;0.821;0.821;0.784;0.201;3.053;0.906;1;0.42;0.42;1;0.418;0.53;0.705;0;2;0.01152;0.93621;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.453;0.453;0.843;0.843;0.543;0.983;0.3;0.958;1;0.474;0.474;1;0.443;0.286;0.453;1;2;0.00013;0.34136;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.622;0.622;0.763;0.763;0.728;0.084;6.316;0.897;1;0.587;0.587;1;0.423;0.486;0.623;0;1;0.02197;0.20642;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.657;0.61;0.806;0.793;0.758;0.276;2.086;0.916;0.998;0.53;0.536;0.98;0.413;0.515;0.666;0;2;3.3196;1.3069;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.668;0.668;0.823;0.823;0.749;2.418;0.232;1;0.975;0.475;1;0.475;0.435;0.469;0.67;1;2;0.40407;0.00034;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Green;0;0.634;0.634;0.792;0.792;0.733;0.082;6.54;0.907;1;0.497;0.497;1;0.428;0.499;0.634;0;1;0.00767;0.33351;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Blue/Red;0;0.678;0.678;0.812;0.812;0.778;0.219;2.765;0.897;1;0.438;0.438;1;0.42;0.528;0.686;0;2;0.00767;0.8114;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
Negative Phe-Az;Green/Red;0;0.704;0.704;0.824;0.824;0.78;2.046;0.298;1;0.977;0.508;1;0.508;0.438;0.482;0.706;1;2;0.31007;0.0003;0;0;-;-;No Fluorophore;Phe-Az;;;;;;
A488+A405 Control;Blue/Green;0;0.599;0.525;0.752;0.722;0.688;0.108;4;0.871;1;0.512;0.528;1;0.404;0.41;0.636;0;1;10.471;0.62867;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.71;0.71;0.709;0.709;0.79;0.916;1;1;1;0.605;1;1;0.411;0.471;0.739;0;2;11.061;0.00076;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.746;0.746;0.822;0.822;0.8;5.641;0;1;1;0;1;0;0.468;0.48;0.746;1;2;0.31428;0.00076;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.585;0.462;0.755;0.664;0.675;0.116;3.92;0.874;0.971;0.555;0.577;0.936;0.399;0.394;0.623;0;1;13.314;0.99693;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.707;0.707;0.671;0.671;0.789;0.778;1;1;1;1;1;1;0.402;0.464;0.736;0;2;10.367;0.00066;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.768;0.768;0.831;0.831;0.819;4.663;0;1;1;0;1;0;0.47;0.49;0.768;1;2;0.29589;0.00066;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.204;0.204;0.365;0.365;0.303;0;0;1;1;1;1;1;0.288;0.173;0.215;0;1;0.00491;0.0002;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.682;0.682;0.56;0.56;0.759;2;0;1;1;0.55;1;1;0.378;0.502;0.683;0;2;8.6186;0.00084;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.303;0.303;0.781;0.781;0.363;1;0;1;1;0.426;1;0;0.39;0.174;0.303;1;2;0.42252;0.00084;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.202;0.202;0.355;0.355;0.312;0.201;0;1;1;1;1;1;0.278;0.179;0.224;0;1;0.0036;0.0002;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.643;0.472;0.702;0.513;0.715;1.238;0;1;1;1;1;1;0.389;0.475;0.643;0;2;12.149;7.9955;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.325;0.325;0.799;0.799;0.391;0.806;0;1;1;1;1;1;0.389;0.186;0.325;1;2;0.19134;0.0007;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.145;0.145;0.213;0.213;0.22;0.167;0;1;1;1;1;1;0.276;0.14;0.189;0;1;0.00422;0.00018;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.715;0.715;0.49;0.49;0.766;0.927;1;1;1;1;1;1;0.399;0.484;0.726;0;2;8.0029;0.00049;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.315;0.315;0.632;0.632;0.352;0.422;0;1;1;0;0;1;0.371;0.108;0.315;1;2;0.00018;3.7801;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.102;0.028;0.461;-0.006;0.13;0.153;0;1;1;0;0;1;0.333;0.095;0.163;0;1;15.353;4.178;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.712;0.712;0.494;0.494;0.765;0.82;1;1;1;1;1;1;0.396;0.481;0.723;0;2;7.3804;0.00043;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.335;0.335;0.633;0.633;0.369;0.366;0;1;1;0;0;1;0.382;0.108;0.335;1;2;0.00019;4.5729;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.269;0.269;0.631;0.631;0.319;0;0.555;1;1;0.471;1;0.471;0.443;0.179;0.269;0;1;4.1723;0.00017;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.757;0.756;0.659;0.657;0.806;1;0.974;1;1;0.642;1;0.643;0.455;0.445;0.762;0;2;2.7;0.00053;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.334;0.334;0.757;0.757;0.374;1;0.271;1;1;0.27;0;1;0.466;0.17;0.334;1;2;0.00017;3.5228;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.272;0.272;0.638;0.638;0.323;0;0.538;1;1;0.473;1;0.473;0.44;0.184;0.272;0;1;5.0757;0.00017;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.765;0.765;0.616;0.616;0.816;1;1.06;1;1;0.72;1;0.72;0.452;0.455;0.77;0;2;2.7339;0.0005;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.35;0.35;0.753;0.753;0.391;0;0.321;1;1;0.264;0;1;0.466;0.176;0.35;1;2;0.00017;4.3332;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.508;0.286;0.696;0.4;0.599;0;2.112;1;1;0.577;1;0.812;0.377;0.314;0.531;0;1;14.724;2.0372;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.678;0.678;0.552;0.552;0.758;2;0.355;1;1;0.547;1;0.547;0.378;0.439;0.691;0;2;10.253;0.00077;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.798;0.798;0.807;0.807;0.844;6;0.114;1;1;0.395;1;0.395;0.459;0.499;0.798;1;2;0.51946;0.00077;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.512;0.294;0.697;0.409;0.603;0.185;1.968;0.88;0.886;0.576;0.663;0.814;0.378;0.317;0.534;0;1;14.055;2.1524;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.675;0.675;0.545;0.545;0.758;1.382;0.415;1;0.948;0.567;1;0.567;0.375;0.433;0.685;0;2;9.4505;0.00066;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.81;0.81;0.802;0.802;0.854;5.029;0.145;1;0.987;0.412;1;0.412;0.462;0.499;0.81;1;2;0.51136;0.00066;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.281;0.173;0.675;0.504;0.349;0.158;0.771;0.827;0.901;0.509;0.55;0.871;0.37;0.201;0.289;0;1;13.378;1.3133;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.658;0.658;0.57;0.57;0.739;1.587;0.344;1;0.944;0.542;1;0.542;0.371;0.433;0.667;0;2;10.851;0.00074;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.446;0.446;0.785;0.785;0.505;2.513;0.102;1;0.985;0.37;1;0.37;0.462;0.249;0.446;1;2;0.29388;0.00074;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.291;0.18;0.673;0.499;0.36;0.173;0.749;0.823;0.906;0.507;0.548;0.873;0.369;0.202;0.295;0;1;12.649;1.3617;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.664;0.664;0.577;0.577;0.745;1.337;0.415;1;0.949;0.56;1;0.56;0.368;0.436;0.671;0;2;9.9133;0.00062;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.475;0.475;0.8;0.8;0.533;2.096;0.136;1;0.991;0.396;1;0.396;0.465;0.263;0.475;1;2;0.22198;0.00062;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.348;0.347;0.58;0.577;0.452;0.19;1.076;0.996;0.97;0.784;0.989;0.79;0.338;0.269;0.426;0;1;8.1629;0.00019;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.617;0.437;0.689;0.471;0.705;1.318;0.377;0.843;0.921;0.552;0.608;0.858;0.364;0.446;0.652;0;2;16.051;8.0023;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.468;0.468;0.823;0.823;0.536;2.109;0.136;1;0.986;0.42;1;0.42;0.463;0.382;0.468;1;2;0.23133;0.00071;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.269;0.132;0.657;0.393;0.346;0.192;0.625;0.804;0.869;0.525;0.581;0.845;0.352;0.21;0.356;0;1;17.454;2.1491;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.599;0.405;0.665;0.419;0.688;1.096;0.432;0.824;0.901;0.536;0.599;0.837;0.355;0.434;0.632;0;2;16.941;8.7538;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.49;0.489;0.82;0.821;0.559;1.82;0.172;1;0.992;0.47;0.999;0.471;0.463;0.393;0.49;1;2;0.16377;0.00063;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.542;0.346;0.756;0.561;0.621;0.136;2.831;0.916;0.937;0.6;0.651;0.884;0.417;0.336;0.566;0;1;11.159;1.4066;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.707;0.707;0.595;0.595;0.774;1.225;0.489;1;0.972;0.561;1;0.561;0.419;0.463;0.72;0;2;7.5867;0.00067;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.763;0.763;0.708;0.708;0.81;5.78;0.114;1;0.99;0.387;1;0.387;0.478;0.406;0.763;1;2;0.41503;0.00067;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.535;0.335;0.747;0.544;0.615;0.146;2.595;0.909;0.928;0.591;0.643;0.879;0.412;0.331;0.554;0;1;11.94;1.5199;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.715;0.714;0.589;0.586;0.783;1.081;0.567;0.998;0.972;0.603;0.993;0.605;0.411;0.462;0.727;0;2;7.6235;0.0006;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.782;0.781;0.698;0.698;0.826;4.814;0.142;1;0.989;0.412;0.996;0.413;0.48;0.419;0.782;1;2;0.36094;0.0006;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.188;-0.004;0.555;-0.025;0.257;0.137;0.482;0.804;0.61;0.485;0.679;0.629;0.333;0.181;0.207;0;1;27.054;3.3406;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.615;0.437;0.663;0.444;0.696;1.554;0.312;0.815;0.907;0.521;0.577;0.843;0.36;0.429;0.623;0;2;18.142;12.007;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.51;0.508;0.778;0.78;0.585;3.454;0.099;0.998;0.981;0.394;0.996;0.395;0.424;0.333;0.51;1;2;0.5991;0.00087;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.197;0.002;0.552;-0.018;0.269;0.148;0.488;0.801;0.621;0.481;0.678;0.623;0.332;0.19;0.218;0;1;27.06;3.5652;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.603;0.42;0.654;0.423;0.688;1.275;0.372;0.809;0.9;0.517;0.574;0.838;0.357;0.423;0.614;0;2;18.322;10.639;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.541;0.539;0.797;0.799;0.616;2.926;0.13;0.999;0.984;0.407;0.997;0.408;0.426;0.351;0.541;1;2;0.57217;0.00073;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.497;0.311;0.709;0.482;0.58;0.16;2.107;0.87;0.917;0.559;0.612;0.864;0.388;0.301;0.512;0;1;13.737;1.6091;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.677;0.676;0.579;0.576;0.749;1.319;0.426;0.997;0.959;0.534;0.992;0.537;0.392;0.434;0.681;0;2;10.422;0.0006;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.779;0.779;0.737;0.737;0.821;5.212;0.129;0.999;0.989;0.406;0.996;0.406;0.469;0.397;0.779;1;2;0.4357;0.0006;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.505;0.319;0.7;0.475;0.588;0.171;2.027;0.86;0.917;0.55;0.603;0.862;0.384;0.297;0.514;0;1;14.189;1.7501;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.674;0.673;0.574;0.571;0.75;1.105;0.509;0.997;0.961;0.565;0.993;0.568;0.382;0.42;0.678;0;2;10.3;0.00052;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.801;0.801;0.725;0.725;0.84;4.28;0.165;1;0.99;0.43;0.997;0.431;0.471;0.411;0.801;1;2;0.43752;0.00052;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.063;-0.021;0.353;-0.198;0.096;0.117;0.079;0.513;0.586;0.306;0.415;0.538;0.307;0.024;0.068;0;1;18.34;6.5652;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.648;0.648;0.399;0.398;0.725;1.664;0.316;0.997;0.935;0.544;0.995;0.546;0.353;0.423;0.651;0;2;9.8499;0.00076;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.219;0.218;0.729;0.728;0.284;0.681;0.118;1;0.971;0.39;1;0.39;0.354;0.097;0.219;1;2;1.4814;0.00076;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.067;-0.014;0.345;-0.171;0.099;0.124;0.079;0.483;0.641;0.294;0.384;0.556;0.305;0.026;0.068;0;1;18.599;6.8627;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.642;0.642;0.408;0.406;0.723;1.444;0.362;0.999;0.929;0.562;0.997;0.563;0.341;0.417;0.644;0;2;10.367;0.00067;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.239;0.238;0.726;0.725;0.306;0.62;0.151;1;0.974;0.406;1;0.406;0.358;0.107;0.239;1;2;1.1172;0.00067;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.174;0.174;0.659;0.659;0.223;0.245;0.203;1;0.859;0.275;1;0.275;0.423;0.119;0.175;0;1;9.5337;0.00018;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.725;0.725;0.634;0.633;0.783;1.12;0.547;0.999;0.973;0.527;0.997;0.527;0.435;0.449;0.734;0;2;4.0628;0.00068;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.346;0.346;0.741;0.741;0.378;0.509;0.281;0.913;1;0.272;0.272;1;0.45;0.128;0.346;1;2;0.00018;5.8136;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.179;0.179;0.656;0.656;0.229;0.262;0.199;1;0.867;0.278;1;0.278;0.422;0.117;0.179;0;1;10.089;0.00018;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.73;0.73;0.647;0.647;0.789;0.967;0.644;1;0.974;0.586;1;0.586;0.431;0.455;0.741;0;2;3.9914;0.00058;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.355;0.355;0.739;0.739;0.387;0.423;0.355;0.914;1;0.263;0.263;1;0.453;0.127;0.355;1;2;0.00018;6.3796;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.214;0.214;0.215;0.215;0.354;0.135;0.93;1;1;1;1;1;0.292;0.129;0.219;0;1;0.00771;0.00017;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.744;0.744;0.505;0.505;0.799;1.223;0.522;1;0.973;0.582;1;0.582;0.409;0.527;0.744;0;2;8.6569;0.00067;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.341;0.341;0.648;0.648;0.408;1.327;0.126;1;0.972;0.374;1;0.374;0.376;0.138;0.345;1;2;0.97378;0.00067;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.225;0.225;0.209;0.209;0.368;0.146;0.923;1;1;1;1;1;0.291;0.136;0.228;0;1;0.00494;0.00017;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.749;0.748;0.5;0.496;0.803;1.064;0.606;0.996;0.977;0.597;0.991;0.601;0.407;0.522;0.749;0;2;8.017;0.0006;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.357;0.356;0.688;0.688;0.426;1.157;0.157;0.998;0.979;0.389;0.996;0.39;0.378;0.148;0.361;1;2;0.94625;0.0006;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.247;0.247;0.409;0.409;0.309;0.165;0.577;1;1;1;1;1;0.372;0.162;0.253;0;1;0.01173;0.00015;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.726;0.726;0.574;0.574;0.783;0.795;0.77;1;0.98;0.603;1;0.603;0.428;0.474;0.727;0;2;5.4928;0.00049;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.301;0.301;0.731;0.731;0.348;0.554;0.219;0.879;1;0.299;0.299;1;0.428;0.129;0.301;1;2;0.00015;1.3991;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.21;0.122;0.692;0.443;0.246;0.182;0.332;0.881;0.919;0.553;0.666;0.764;0.397;0.13;0.229;0;1;13.006;2.0558;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.725;0.725;0.597;0.597;0.785;0.729;0.844;1;0.976;0.645;1;0.645;0.419;0.478;0.726;0;2;5.5588;0.00088;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.318;0.318;0.723;0.723;0.368;0.515;0.263;0.856;1;0.284;0.284;1;0.429;0.134;0.318;1;2;0.00015;2.1433;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.621;0.47;0.726;0.608;0.68;0.115;4.002;0.926;0.939;0.557;0.636;0.817;0.427;0.307;0.638;0;1;9.0853;1.1315;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.728;0.728;0.589;0.589;0.782;1.058;0.578;1;0.979;0.566;1;0.566;0.434;0.394;0.736;0;2;5.5461;0.00064;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.815;0.815;0.66;0.66;0.849;6.682;0.108;1;0.989;0.409;1;0.409;0.465;0.415;0.815;1;2;0.39379;0.00064;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.674;0.674;0.531;0.531;0.747;0.128;4.351;0.831;1;0.539;0.539;1;0.418;0.341;0.691;0;1;0.00752;0.22091;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.735;0.735;0.564;0.564;0.788;0.969;0.64;1;0.978;0.599;1;0.599;0.439;0.396;0.744;0;2;3.6201;0.00187;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.833;0.833;0.679;0.679;0.865;5.758;0.13;1;0.987;0.423;1;0.423;0.468;0.424;0.835;1;2;0.37445;0.00187;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.22;0.22;0.643;0.643;0.263;0.307;0.225;1;0.894;0.285;1;0.285;0.406;0.143;0.224;0;1;11.482;0.0002;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Red;0;0.686;0.686;0.664;0.663;0.749;0.993;0.566;1;0.977;0.507;0.998;0.508;0.435;0.457;0.699;0;2;5.531;0.00065;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Green/Red;0;0.303;0.303;0.727;0.727;0.338;0.397;0.288;0.933;1;0.258;0.258;1;0.435;0.191;0.303;1;2;0.0002;6.2188;0;0;-;-;A488+A405;No Feed;;;;;;
A488+A405 Control;Blue/Green;0;0.221;0.221;0.622;0.622;0.266;0.324;0.218;1;0.898;0.306;1;0.306;0.402;0.139;0.23;0;1;13.566;0.0002;0;0;-;-;A488+A405;No Feed;;;;;;
